PC1.SP,PC1.PV,PC1.OP,FC3.SP,FC3.PV,FC3.OP,TI1.PV,TI2.PV,LC1.SP,LC1.PV,LC1.OP,FI1.PV,FC1.SP,FC1.PV,FC1.OP,FC2.SP,FC2.PV,FC2.OP,PI1.PV,FC4.SP,FC4.PV,FC4.OP,TI5.PV,TI4.PV,TC1.SP,TC1.PV,TC1.OP,FC6.SP,FC6.PV,FC6.OP,TI6.PV,PC2.SP,PC2.PV,PC2.OP,LC3.SP,LC3.PV,LC3.OP,FI2.PV,FC5.SP,FC5.PV,FC5.OP,FI5.PV,TI3.PV,LC2.SP,LC2.PV,LC2.OP,FC8.SP,FC8.PV,FC8.OP,FI4.PV,TC2.SP,TC2.PV,TC2.OP,TI8.PV,TI7.PV,PI2.PV,FI3.PV,FC7.SP,FC7.PV,FC7.OP,Sample Time (seconds)
3.7501,3.7668,58.889,6164.5,6186,25.542,83.42,62.913,54,54.657,47.153,28.221,7.8062,7.7595,14.719,2.0878,2.0859,17.639,32.307,13.3997,13.466,12.372,89.663,95.121,105.751,104.948,26.061,1974.2,1983.5,41.448,117.411,7.6,7.6323,43.944,42,42.007,64.514,14.503,4.8004,4.8324,47.222,9.2897,27.44,42.998,43.592,8.9722,0.80769,0.80356,6.2049,2.4889,63.294,63.153,11.536,88.871,91.59,1.65718,1.9339,675,672.63,60.49,20
3.7501,3.7724,58.806,6150.2,6163.6,25.531,83.42,62.913,54,54.723,46.819,29.436,7.7552,7.7655,14.74,2.0878,2.0797,17.722,32.307,13.3997,13.456,12.347,89.663,95.121,105.751,104.99,25.986,1946.1,1978.9,40.785,117.411,7.6,7.6935,45.222,42,41.719,63.75,14.918,4.8095,4.8432,47,9.332,27.44,42.998,43.71,9.25,0.80781,0.80575,6.2222,2.4897,63.294,63.153,11.544,88.912,91.59,1.63529,1.9329,675,670.83,60.545,20
3.7501,3.7696,58.833,6159.7,6143.3,25.618,83.42,62.955,54,54.636,47.069,29.211,7.7977,7.7719,14.826,2.0936,2.0886,17.764,32.307,13.3997,13.415,12.358,89.705,95.163,105.751,104.99,25.997,1974.2,1978.5,41.215,117.458,7.6,7.6184,43.778,42,42.042,64.514,15.038,4.8018,4.8484,46.556,9.407,27.471,42.998,43.721,9.3056,0.80506,0.80575,6.2049,2.4836,63.294,63.2,11.394,88.912,91.59,1.65405,1.9193,675,674.24,60.524,20
3.7501,3.7696,58.806,6157.4,6155.3,25.549,83.37,62.913,54,54.73,46.819,28.249,7.7722,7.7655,14.816,2.092,2.0828,17.806,32.335,13.3997,13.435,12.34,89.705,95.121,105.751,104.99,26.007,1989.5,1991.7,41.389,117.411,7.6,7.6545,44.5,42,42.174,64.931,14.737,4.8032,4.8272,46.944,9.2286,27.471,42.998,43.839,9.5833,0.80243,0.80356,6.191,2.4802,63.294,63.247,11.242,88.912,91.59,1.6478,1.9569,675,669.61,60.639,20
3.7501,3.7974,58.5,6131.1,6151.4,25.424,83.37,62.955,54,54.792,46.486,29.318,7.7383,7.7595,14.535,2.0878,2.0828,17.847,32.307,13.3997,13.486,12.243,89.705,95.121,105.751,104.99,26.017,1981.8,1994.6,41.135,117.458,7.6,7.6239,43.944,42,42.122,64.722,15.071,4.8039,4.8376,46.556,9.7748,27.471,42.998,43.7,9.3611,0.79956,0.80575,6.0208,2.4885,63.294,63.294,11.086,88.871,91.59,1.66344,1.8811,675,671.85,60.639,20
3.7501,3.7974,58.5,6119.1,6159.4,25.365,83.37,62.913,54,54.664,46.903,29.174,7.7892,7.7719,14.552,2.092,2.0828,17.889,32.307,13.3997,13.3377,12.396,89.747,95.121,105.751,104.989,26.029,1979.3,1997.1,41.118,117.458,7.6,7.6212,43.944,42,42.08,64.722,15.064,4.8053,4.7897,47.444,9.5007,27.471,42.998,43.7,9.3611,0.79668,0.80575,5.8299,2.4934,63.294,63.34,10.928,88.871,91.64,1.64467,1.9225,675,668.44,60.774,20
3.7501,3.7696,58.75,6152.6,6147.2,25.524,83.37,62.955,54,54.681,46.736,27.505,7.7637,7.7595,14.378,2.0859,2.0828,17.917,32.307,13.3997,13.3897,12.368,89.747,95.163,105.751,105.031,25.956,1966.5,1960.1,41.601,117.458,7.6,7.6573,44.778,42,41.917,64.306,15.032,4.7977,4.8376,46.278,9.5458,27.502,42.998,43.783,9.5833,0.79668,0.80575,5.6806,2.4913,63.294,63.34,10.926,88.912,91.59,1.63216,1.9416,675,676.04,60.674,20
3.7501,3.7696,58.75,6152.6,6161.5,25.483,83.37,62.871,54,54.733,46.653,29.815,7.7552,7.7655,14.035,2.0878,2.0797,17.958,32.279,13.3997,13.3024,12.462,89.705,95.163,105.751,104.989,26.049,1976.7,1992.7,41.156,117.458,7.6,7.649,44.667,42,42.045,64.583,14.55,4.7991,4.8004,47,9.4375,27.502,42.998,43.644,9.3056,0.79381,0.80575,5.4618,2.5023,63.294,63.387,10.766,88.912,91.59,1.61026,1.9374,675,676.93,60.681,20
3.7501,3.7668,58.75,6152.6,6143.3,25.542,83.32,62.955,54,54.462,47.403,28.105,7.8317,7.7655,14.174,2.0897,2.0859,17.986,32.307,13.3997,13.3837,12.444,89.747,95.163,105.751,105.031,25.975,1981.8,1998.8,41.135,117.458,7.6,7.6323,44.389,42,42.087,64.722,14.919,4.8081,4.822,46.667,9.1321,27.502,42.998,43.672,9.4167,0.79368,0.80787,5.1944,2.5149,63.294,63.387,10.761,88.912,91.54,1.60088,1.9527,675,671.85,60.792,20
3.7501,3.7251,59.167,6188.4,6163.6,25.625,83.32,62.955,54,54.848,46.153,28.81,7.7043,7.7691,13.694,2.0936,2.0797,18.056,32.279,13.3997,13.379,12.444,89.705,95.205,105.751,105.031,25.985,1987,1999.2,41.233,117.458,7.6,7.61,44,42,42.156,64.861,14.978,4.8011,4.806,46.778,9.7443,27.533,42.998,43.745,9.5278,0.79931,0.80575,5.1042,2.5247,63.294,63.294,11.07,88.871,91.54,1.59775,1.9948,675,672.13,60.823,20
3.7501,3.7474,58.944,6169.3,6141.5,25.632,83.32,62.913,54,54.615,46.819,28.746,7.7722,7.7627,13.431,2.0859,2.0797,18.069,32.307,13.3997,13.353,12.497,89.747,95.246,105.751,105.031,25.995,1964,1984.3,41.038,117.458,7.6,7.6212,44.278,42,41.872,64.236,14.601,4.8018,4.7845,47.167,9.525,27.533,42.998,43.787,9.6944,0.80494,0.80787,5.0625,2.5347,63.294,63.2,11.386,88.829,91.54,1.59775,1.9537,675,673.36,60.83,20
3.7501,3.7529,58.889,6164.5,6161.5,25.549,83.32,62.913,54,54.313,47.736,28.551,7.8657,7.7627,13.753,2.0859,2.0828,18.083,32.252,13.3997,13.3997,12.462,89.705,95.246,105.751,105.073,25.921,1974.2,1968.9,41.545,117.458,7.6,7.61,44.111,42,42.007,64.514,15.45,4.8025,4.8164,46.5,9.1321,27.533,42.998,43.835,9.8611,0.81081,0.81006,5.1458,2.5366,63.294,63.106,11.708,88.829,91.54,1.59462,1.9677,675,672.92,60.851,20
3.7501,3.7501,58.889,6164.5,6167.8,25.531,83.32,62.871,54,54.667,46.569,28.806,7.7468,7.7627,13.448,2.0878,2.0828,18.153,32.307,13.3997,13.42,12.448,89.705,95.246,105.751,105.031,26.013,1951.2,1945.6,41.486,117.458,7.6,7.6295,44.556,42,41.743,63.889,14.497,4.7949,4.806,46.611,9.2474,27.533,42.998,43.769,9.6944,0.81669,0.80787,5.3785,2.5354,63.294,63.012,12.033,88.829,91.5,1.57273,1.9656,675,671.85,60.882,20
3.7501,3.7668,58.722,6150.2,6163.6,25.507,83.32,62.913,54,54.601,46.736,29.213,7.7637,7.7567,13.587,2.0842,2.0739,18.25,32.307,13.3997,13.379,12.493,89.705,95.205,105.751,105.073,25.939,1946.1,1939.2,41.465,117.458,7.6,7.5878,43.722,42,41.701,63.75,15.131,4.7963,4.8004,46.667,9.0627,27.565,42.998,43.759,9.75,0.82257,0.80787,5.6806,2.5306,63.294,62.919,12.364,88.871,91.5,1.60401,1.9593,675,672.92,60.899,20
3.7501,3.764,58.75,6152.6,6173.8,25.49,83.32,62.913,54,54.841,46.069,27.541,7.6958,7.7506,13.177,2.0803,2.0797,18.236,32.307,13.3997,13.446,12.42,89.663,95.205,105.751,105.032,26.03,1981.8,1951.6,41.934,117.411,7.6,7.5656,43.222,42,42.08,64.722,15.041,4.8053,4.806,46.722,9.6652,27.565,42.998,43.769,9.8056,0.82294,0.80787,5.9722,2.523,63.294,62.919,12.385,88.871,91.54,1.60401,1.9451,675,673.23,60.944,20
3.7501,3.7446,58.944,6169.3,6159.4,25.608,83.37,62.913,54,54.622,46.569,28.183,7.7468,7.7478,13.167,2.0764,2.0678,18.347,32.307,13.3997,13.404,12.448,89.663,95.163,105.751,104.99,26.123,1966.5,1985.7,41,117.365,7.6,7.5628,43.056,42,41.941,64.306,14.847,4.8143,4.7845,47.444,9.5979,27.565,42.998,43.908,10.083,0.82332,0.80787,6.2813,2.5189,63.294,62.919,12.406,88.829,91.54,1.59462,1.985,675,674.09,60.972,20
3.7501,3.7529,58.861,6162.1,6159.4,25.583,83.37,62.913,54,54.417,47.236,27.621,7.8147,7.717,13.285,2.0556,2.0648,18.25,32.307,13.3997,13.3897,12.458,89.663,95.121,105.751,104.949,26.217,2010,1996.5,41.778,117.271,7.6,7.4349,40.333,42,42.403,65.486,15.504,4.8241,4.806,47.333,9.4979,27.565,42.998,43.839,10.028,0.82369,0.80575,6.6076,2.5201,63.294,62.919,12.427,88.829,91.54,1.60401,2.0014,675,671.12,61.076,20
3.7501,3.7362,59.028,6176.5,6171.7,25.618,83.32,62.913,54,55.171,44.903,29.249,7.5769,7.7078,12.337,2.0517,2.0767,18.056,32.335,13.3997,13.446,12.382,89.622,95.038,105.751,104.865,26.395,2053.4,2055.2,41.875,117.177,7.6,7.4238,39.778,42,42.833,66.667,14.58,4.8422,4.7789,48.444,9.4778,27.596,42.998,43.804,9.9722,0.82694,0.81006,6.941,2.5076,63.294,62.872,12.606,88.787,91.54,1.60088,1.9544,675,672.13,61.094,20
3.7501,3.7474,58.944,6169.3,6189.9,25.524,83.32,62.955,54,54.882,45.819,27.619,7.6703,7.677,12.882,2.0342,2.0739,17.681,32.39,13.3997,13.415,12.385,89.622,94.913,105.751,104.781,26.576,2027.8,2036,41.816,117.13,7.6,7.4794,40.611,42,42.538,65.972,14.989,4.8602,4.8004,48.722,9.4924,27.596,42.998,43.669,9.75,0.82732,0.8205,6.9826,2.5074,63.294,62.872,12.63,88.787,91.54,1.61026,2.016,675,673.23,61.111,20
3.7501,3.7613,58.778,6155,6157.7,25.566,83.37,62.913,54,54.671,46.319,28.513,7.7213,7.6742,13.448,2.0342,2.0648,17.486,32.335,13.3997,13.43,12.344,89.58,94.871,105.751,104.739,26.673,2043.2,2034.1,42.378,117.13,7.6,7.6045,43,42,42.677,66.389,14.331,4.87,4.7845,49.556,9.1537,27.596,42.998,43.821,10.083,0.82494,0.82257,7.0174,2.4984,63.294,62.919,12.495,88.787,91.54,1.61026,2.0128,675,673.96,61.128,20
3.7501,3.7474,58.917,6166.9,6165.7,25.59,83.37,62.913,54,54.73,46.153,28.107,7.7043,7.6742,13.587,2.0325,2.0589,17.292,32.363,13.3997,13.3277,12.479,89.622,94.871,105.751,104.781,26.603,2035.5,2030.4,42.243,117.271,7.6,7.6573,44.056,42,42.57,66.181,14.725,4.8623,4.822,49,9.119,27.596,42.998,43.71,9.8611,0.82244,0.82257,7.0243,2.4928,63.294,62.965,12.359,88.787,91.54,1.58524,1.9788,675,671.69,61.177,20
3.7501,3.7474,58.917,6166.9,6153.5,25.618,83.37,62.913,54,54.799,45.903,27.694,7.6788,7.6678,13.851,2.0303,2.0378,17.278,32.363,13.3997,13.496,12.302,89.622,94.996,105.751,104.864,26.448,2017.6,2028.2,41.837,117.411,7.6,7.8269,47.667,42,42.372,65.694,14.624,4.847,4.806,49.167,8.9919,27.596,42.998,43.804,10.139,0.82282,0.82257,7.0347,2.4911,63.294,62.965,12.377,88.704,91.54,1.61965,1.9861,675,673.8,61.174,20
3.7501,3.7863,58.528,6133.5,6147.2,25.5,83.37,62.955,54,54.5,46.736,31.53,7.7637,7.6646,14.347,2.0303,2.0287,17.306,32.363,13.3997,13.3583,12.424,89.705,95.163,105.751,105.031,26.126,1943.5,1967.3,41.271,117.599,7.6,7.8881,49.389,42,41.563,63.681,14.675,4.815,4.822,48.278,8.7442,27.627,42.998,43.773,10.028,0.82319,0.82257,7.059,2.4926,63.294,62.965,12.396,88.704,91.54,1.61026,2.0299,675,673.8,61.205,20
3.7501,3.7474,58.917,6166.9,6145.4,25.618,83.42,62.913,54,54.865,45.569,25.726,7.6448,7.6646,14.066,2.0303,2.0287,17.306,32.307,13.3997,13.3583,12.497,89.788,95.33,105.751,105.24,25.715,1910.3,1940.4,40.67,117.786,7.6,7.8436,48.944,42,41.236,62.778,15.503,4.7824,4.8588,46.778,9.9164,27.627,42.998,43.79,10.139,0.82344,0.82457,7.0243,2.4862,63.294,62.965,12.415,88.704,91.54,1.64154,2.0208,675,673.07,61.24,20
3.7501,3.7696,58.667,6145.4,6157.7,25.458,83.37,62.955,54,54.987,45.153,28.996,7.6024,7.6742,13.861,2.0303,2.0317,17.264,32.39,13.3997,13.3637,12.483,89.872,95.455,105.751,105.323,25.557,1918,1920.4,40.962,117.786,7.6,7.7518,47.5,42,41.316,62.986,14.585,4.758,4.8164,46.889,9.643,27.627,42.998,43.783,10.194,0.82382,0.82257,7.0764,2.478,63.294,62.965,12.433,88.704,91.59,1.64467,2.0128,675,675.75,61.229,20
3.7501,3.7918,58.444,6126.3,6145.4,25.406,83.37,62.913,54,54.66,46.236,28.338,7.7128,7.6678,14.455,2.0303,2.0287,17.292,32.307,13.3997,13.3277,12.563,89.872,95.58,105.751,105.364,25.479,1941,1935.8,41.194,117.74,7.6,7.7185,47.056,42,41.569,63.611,15.816,4.7504,4.8164,46.389,9.643,27.627,42.998,43.752,10.139,0.82132,0.82257,7.0486,2.4751,63.294,63.012,12.294,88.704,91.64,1.64467,2.0438,675,674.82,61.26,20
3.7501,3.7724,58.611,6140.6,6135.3,25.49,83.37,62.913,54,54.983,45.069,29.077,7.5939,7.6678,13.868,2.0325,2.0317,17.292,32.279,13.3997,13.2817,12.653,89.872,95.58,105.751,105.364,25.484,1953.7,1949.3,41.076,117.693,7.6,7.6629,46.111,42,41.778,63.958,15.537,4.7504,4.822,46.111,9.822,27.627,42.998,43.887,10.472,0.81881,0.8205,7.0174,2.4716,63.294,63.059,12.153,88.704,91.64,1.61652,2.058,675,673.96,61.288,20
3.7501,3.7891,58.444,6126.3,6141.5,25.424,83.32,62.955,54,54.862,45.486,27.517,7.6363,7.671,14.066,2.0284,2.0256,17.319,32.307,13.3997,13.415,12.559,89.83,95.58,105.751,105.364,25.489,1984.4,1949.9,41.795,117.599,7.6,7.6823,46.667,42,42.076,64.792,14.992,4.7511,4.7845,46.667,9.5111,27.627,42.998,43.797,10.25,0.81906,0.82257,6.9514,2.4655,63.294,63.059,12.166,88.704,91.59,1.63216,2.057,675,673.07,61.316,20
3.7501,3.764,58.667,6145.4,6131.1,25.49,83.32,62.955,54,54.879,45.319,29.792,7.6193,7.671,13.851,2.0303,2.0256,17.333,32.279,13.3997,13.3997,12.549,89.83,95.58,105.751,105.365,25.492,1941,1963.1,40.729,117.599,7.6,7.8241,49.778,42,41.604,63.611,15.092,4.7518,4.7897,46.389,9.7485,27.658,42.998,43.762,10.25,0.81931,0.82257,6.8924,2.4696,63.294,63.059,12.179,88.704,91.59,1.62903,1.96,675,671.56,61.365,20
3.7501,3.7724,58.556,6135.9,6135.3,25.458,83.32,62.955,54,54.882,45.319,27.626,7.6193,7.6678,13.576,2.0325,2.0287,17.361,32.252,13.3997,13.42,12.576,89.872,95.58,105.751,105.407,25.413,1884.7,1917.8,40.302,117.693,7.6,7.763,48.889,42,41.045,62.083,15.047,4.7434,4.7952,46,9.9914,27.658,42.998,43.731,10.25,0.81944,0.82257,6.8507,2.4711,63.294,63.059,12.192,88.704,91.59,1.62277,2.0632,675,669.32,61.444,20
3.7501,3.8002,58.278,6112,6141.5,25.34,83.28,62.955,54,54.688,45.903,27.121,7.6788,7.6678,13.646,2.0325,2.0348,17.319,32.335,13.3997,13.3377,12.639,89.872,95.538,105.751,105.407,25.418,1882.2,1898.5,40.281,117.646,7.6,7.6128,46.056,42,41.017,62.014,15.354,4.7441,4.7737,46.222,9.366,27.658,42.998,43.655,10.083,0.81969,0.82257,6.7986,2.4753,63.294,63.059,12.205,88.704,91.59,1.61652,2.0921,675,668.44,61.497,20
3.7501,3.7724,58.528,6133.5,6135.3,25.441,83.28,62.955,54,54.789,45.569,29.581,7.6448,7.6554,13.556,2.0226,2.0287,17.278,32.279,13.3997,13.3277,12.688,89.83,95.496,105.751,105.282,25.673,1910.3,1904.8,40.573,117.505,7.6,7.4627,42.944,42,41.372,62.778,15.394,4.7699,4.7626,46.889,9.8456,27.658,42.998,43.735,10.306,0.82282,0.8205,6.8333,2.4814,63.294,63.012,12.374,88.662,91.59,1.57273,2.099,675,669.32,61.472,20
3.7501,3.7557,58.694,6147.8,6145.4,25.465,83.28,62.955,54,54.761,45.569,27.302,7.6448,7.6678,13.469,2.0284,2.0348,17.236,32.335,13.3997,13.446,12.597,89.747,95.33,105.751,105.157,25.93,1915.4,1930.2,40.378,117.365,7.6,7.4655,42.833,42,41.469,62.917,15.037,4.7956,4.7466,47.889,10.5217,27.658,42.998,43.724,10.306,0.82307,0.82257,6.7986,2.4841,63.294,63.012,12.39,88.621,91.54,1.59149,1.8724,675,673.96,61.413,20
3.7501,3.7418,58.833,6159.7,6139.1,25.542,83.28,62.913,54,54.82,45.403,29.669,7.6278,7.671,13.344,2.0303,2.0348,17.236,32.279,13.3997,13.3737,12.646,89.705,95.246,105.751,105.074,26.105,1981.8,1985,40.941,117.224,7.6,7.5099,43.5,42,42.191,64.722,14.782,4.813,4.7737,47.889,8.8184,27.658,42.998,43.696,10.306,0.82907,0.82457,6.9236,2.4829,63.294,62.919,12.722,88.537,91.54,1.57273,2.0994,675,674.82,61.392,20
3.7501,3.7474,58.778,6155,6161.5,25.483,83.28,62.955,54,54.448,46.403,27.803,7.7298,7.671,13.83,2.0303,2.0317,17.25,32.335,13.3997,13.404,12.615,89.663,95.163,105.751,104.992,26.279,1943.5,1933.2,41.271,117.224,7.6,7.5155,43.444,42,41.747,63.681,14.646,4.8303,4.7466,49.111,10.1462,27.69,42.998,43.707,10.361,0.83219,0.82457,7.1076,2.484,63.294,62.872,12.9,88.537,91.54,1.59149,1.9204,675,673.96,61.434,20
3.7501,3.7501,58.75,6152.6,6157.7,25.507,83.28,62.913,54,54.486,46.236,27.751,7.7128,7.677,13.587,2.0303,2.0287,17.264,32.307,13.3997,13.466,12.531,89.622,95.08,105.751,104.95,26.373,1961.4,1943.6,41.563,117.224,7.6,7.5405,43.833,42,41.962,64.167,14.901,4.8394,4.7681,49.222,10.0622,27.69,42.998,43.655,10.25,0.83269,0.82657,7.2431,2.479,63.294,62.872,12.923,88.496,91.54,1.5696,1.9982,675,674.24,61.465,20
3.7501,3.7001,59.278,6198,6153.5,25.701,83.28,62.913,54,54.664,45.736,28.926,7.6618,7.6802,13.597,2.0381,2.0378,17.25,32.363,13.3997,13.3943,12.576,89.622,95.08,105.751,104.95,26.384,1961.4,1952.3,41.465,117.271,7.6,7.585,44.667,42,41.955,64.167,14.572,4.8408,4.7845,49.278,9.8387,27.69,42.998,43.658,10.306,0.83594,0.83244,7.2917,2.4836,63.294,62.825,13.105,88.412,91.5,1.56647,2.0949,675,679.11,61.365,20
3.7501,3.739,58.889,6164.5,6155.3,25.601,83.32,62.955,54,54.459,46.236,27.331,7.7128,7.6742,13.722,2.0325,2.0437,17.125,32.335,13.3997,13.476,12.5,89.622,95.08,105.751,104.95,26.395,1941,1956.2,40.924,117.318,7.6,7.5878,44.722,42,41.743,63.611,14.562,4.8415,4.8164,48.833,10.2454,27.69,42.998,43.728,10.472,0.83932,0.83626,7.3854,2.4756,63.294,62.778,13.29,88.454,91.5,1.5696,2.163,675,674.69,61.465,20
3.7501,3.7529,58.75,6152.6,6163.6,25.559,83.32,62.955,54,54.532,46.069,29.773,7.6958,7.671,13.566,2.0284,2.0378,17.097,32.307,13.3997,13.2917,12.663,89.622,95.121,105.751,104.949,26.407,1948.6,1933.8,41.427,117.365,7.6,7.6128,45.222,42,41.844,63.819,14.738,4.8429,4.7952,49.444,9.5396,27.69,42.998,43.724,10.528,0.8427,0.83626,7.5417,2.4658,63.294,62.731,13.478,88.454,91.5,1.57273,1.9058,675,682.68,61.302,20
3.7501,3.7223,59.056,6178.9,6161.5,25.667,83.37,62.913,54,54.844,45.069,28.261,7.5939,7.671,13.135,2.0342,2.0378,17.125,32.307,13.3997,13.3583,12.663,89.663,95.163,105.751,104.992,26.332,1969.1,1953.2,41.622,117.365,7.6,7.6295,45.556,42,42.07,64.375,14.324,4.8359,4.822,48.944,9.7568,27.721,42.998,43.679,10.417,0.84607,0.84382,7.5417,2.4656,63.294,62.684,13.667,88.454,91.5,1.57273,2.0848,675,677.21,61.424,20
3.7501,3.7084,59.222,6193.2,6143.3,25.816,83.37,62.955,54,54.448,46.236,27.458,7.7128,7.6678,13.361,2.0381,2.0317,17.153,32.252,13.3997,13.333,12.701,89.663,95.246,105.751,105.075,26.175,1910.3,1934.8,40.649,117.411,7.6,7.6629,46.333,42,41.427,62.778,15.172,4.8199,4.8272,48.556,9.5874,27.721,42.998,43.658,10.417,0.84945,0.84382,7.6667,2.4617,63.294,62.637,13.858,88.454,91.5,1.57585,2.2165,675,676.48,61.427,20
3.7501,3.7474,58.833,6159.7,6159.4,25.66,83.42,62.913,54,54.153,47.153,28.175,7.8062,7.6678,13.517,2.0284,2.0348,17.042,32.307,13.3997,13.41,12.653,89.705,95.288,105.751,105.117,26.101,1933.3,1934.2,41.059,117.458,7.6,7.7268,47.722,42,41.701,63.403,15.009,4.8123,4.822,48.444,9.1252,27.721,42.998,43.724,10.583,0.8502,0.84745,7.6944,2.4567,63.294,62.637,13.894,88.496,91.54,1.5696,2.196,675,671.12,61.517,20
3.7501,3.7335,58.972,6171.7,6171.7,25.674,83.42,62.913,54,54.608,45.736,29.232,7.6618,7.6678,12.823,2.0284,2.0256,17.111,32.335,13.3997,13.42,12.628,89.705,95.371,105.751,105.201,25.94,1951.2,1933.7,41.524,117.505,7.6,7.6712,46.778,42,41.913,63.889,14.944,4.7963,4.822,48.111,9.7235,27.721,42.998,43.603,10.361,0.85082,0.84926,7.7257,2.4465,63.294,62.637,13.931,88.454,91.54,1.59775,2.2193,675,675.75,61.444,20
3.7501,3.7585,58.75,6152.6,6169.6,25.632,83.37,62.913,54,54.702,45.403,29.681,7.6278,7.6678,12.708,2.0264,2.0287,17.083,32.307,13.3997,13.3737,12.712,89.788,95.413,105.751,105.243,25.863,1938.4,1954.4,40.903,117.552,7.6,7.6962,47.444,42,41.76,63.542,15.152,4.7886,4.7897,48.444,9.7415,27.721,42.998,43.641,10.472,0.85145,0.84926,7.7778,2.4367,63.294,62.637,13.967,88.454,91.54,1.59462,2.1877,675,676.77,61.413,20
3.7501,3.7724,58.611,6140.6,6161.5,25.632,83.37,62.913,54,54.188,46.819,25.967,7.7722,7.6526,13.205,2.0128,2.0134,17.069,32.252,13.3997,13.3377,12.792,89.788,95.413,105.751,105.244,25.868,1923.1,1937.1,40.903,117.505,7.6,7.6128,45.833,42,41.601,63.125,15.257,4.7893,4.8164,47.778,9.7512,27.721,42.998,43.537,10.306,0.85207,0.85107,7.7951,2.4228,63.294,62.637,14.004,88.496,91.54,1.62277,2.1223,675,673.96,61.479,20
3.7501,3.7251,59.083,6181.2,6159.4,25.816,83.32,62.913,54,54.764,45.153,31.785,7.6024,7.6462,12.483,2.0206,2.0167,17.125,32.252,13.3997,13.3277,12.816,89.747,95.496,105.751,105.284,25.793,1951.2,1940.8,41.448,117.458,7.6,7.6045,45.667,42,41.899,63.889,14.483,4.7817,4.7952,47.944,10.0761,27.752,42.998,43.634,10.472,0.85282,0.85107,7.8368,2.4239,63.294,62.637,14.04,88.537,91.59,1.59149,2.2151,675,676.2,61.441,20
3.7501,3.7418,58.944,6169.3,6173.8,25.75,83.32,62.913,54,54.74,45.236,27.789,7.6108,7.6335,12.521,2.0092,2.0103,17.083,32.279,13.3997,13.333,12.875,89.747,95.496,105.751,105.243,25.884,1920.5,1924.9,41.174,117.411,7.6,7.5294,44.167,42,41.594,63.056,14.957,4.7907,4.8112,47.611,10.0122,27.752,42.998,43.558,10.417,0.85345,0.85282,7.8438,2.4205,63.294,62.637,14.076,88.537,91.54,1.59149,2.2089,675,674.09,61.5,20
3.7501,3.739,58.972,6171.7,6181.8,25.75,83.32,62.913,54,54.584,45.569,27.185,7.6448,7.6215,12.882,2.0031,2.0076,17.028,32.252,13.3997,13.3943,12.844,89.705,95.496,105.751,105.203,25.969,1938.4,1942.6,41.174,117.365,7.6,7.4794,43.056,42,41.774,63.542,14.982,4.7991,4.8324,47.278,10.0372,27.752,42.998,43.599,10.472,0.8512,0.85107,7.809,2.4158,63.294,62.684,13.954,88.537,91.54,1.59775,1.9746,675,670.52,61.587,20
3.7501,3.7168,59.194,6190.8,6157.7,25.899,83.32,62.913,54,54.653,45.319,29.114,7.6193,7.6179,12.875,2.0031,2.0012,17.042,32.252,13.3997,13.44,12.778,89.705,95.455,105.751,105.162,26.06,1974.2,1987.2,41.174,117.271,7.6,7.4794,42.833,42,42.174,64.514,15.704,4.8081,4.822,47.556,10.0976,27.752,42.998,43.686,10.694,0.85182,0.85282,7.7847,2.4218,63.294,62.684,13.987,88.537,91.54,1.57898,2.1418,675,676.48,61.451,20
3.7501,3.7279,59.111,6183.6,6179.8,25.799,83.32,62.913,54,54.657,45.403,28.723,7.6278,7.6215,12.941,1.9992,2.0012,17,32.252,13.3997,13.3123,12.927,89.663,95.371,105.751,105.119,26.154,1961.4,1955.9,41.642,117.224,7.6,7.5016,43.056,42,42.031,64.167,15.293,4.8178,4.8376,47.444,9.8554,27.783,42.998,43.568,10.472,0.84957,0.85282,7.6944,2.4281,63.294,62.731,13.863,88.537,91.54,1.56647,2.1609,675,673.07,61.545,20
3.7501,3.7196,59.194,6190.8,6187.8,25.816,83.32,62.913,54,54.726,45.069,27.395,7.5939,7.6215,12.979,1.9992,2.0012,16.972,32.279,13.3997,13.552,12.677,89.622,95.33,105.751,105.078,26.243,1969.1,1963.3,41.601,117.177,7.6,7.3932,40.611,42,42.122,64.375,14.643,4.8269,4.8164,48.167,9.3445,27.783,42.998,43.578,10.528,0.85295,0.85464,7.6771,2.4337,63.294,62.684,14.052,88.496,91.5,1.57585,2.1609,675,672,61.573,20
3.7501,3.7084,59.333,6202.7,6198,25.858,83.32,62.871,54,54.712,45.153,30.598,7.6024,7.6119,13.087,1.997,2.0012,16.931,32.252,13.3997,13.415,12.76,89.622,95.246,105.751,104.994,26.422,2004.8,1994.4,41.892,117.083,7.6,7.3376,39.111,42,42.504,65.347,14.483,4.8442,4.8004,48.944,10.0525,27.783,42.998,43.61,10.639,0.85358,0.85464,7.6528,2.4452,63.294,62.684,14.086,88.496,91.5,1.56021,1.895,675,673.51,61.528,20
3.7501,3.7168,59.25,6195.6,6194.1,25.858,83.37,62.871,54,54.313,46.236,27.456,7.7128,7.6119,13.479,1.9873,1.9981,16.847,32.252,13.3997,13.3483,12.847,89.58,95.163,105.751,104.953,26.513,2025.3,2022.2,41.951,116.99,7.6,7.4349,40.722,42,42.691,65.903,15.223,4.854,4.8164,49,9.8241,27.783,42.998,43.54,10.472,0.85708,0.85464,7.7188,2.4504,63.294,62.637,14.277,88.412,91.5,1.53519,2.1748,675,673.96,61.51,20
